"accession","pref_name","standar_type","chembl_id_ligand","canonical_smiles (Canonical)","Activity_type"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL117807","CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL359934","CC(=O)N[C@@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL3142740","CC(=O)N[C@H](C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(N)=O)CCCCC1)c1ccc(OP(=O)(O)O)cc1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL332862","CC(=O)N[C@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCCC1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL435910","CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL355759","CC(=O)N[C@H]1CCCCNC(=O)[C@H]2CCCN2C(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL367440","CC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H]2CCCN2C(=O)[C@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL325621","CC(=O)OP(=O)(OC(C)=O)Oc1ccc(CC(N)C(=O)CC(=O)CCCCCCNC(CC(=O)NCCCc2cccc3ccccc23)C(=O)O)cc1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2372813","CC(C)(NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)c(N)c1)C(=O)N[C@@H](CC(N)=O)C(N)=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371617","CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371623","CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL407099","CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL265254","CC(C)C[C@@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)CCCCNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)c(N)c2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL262988","CC(C)C[C@@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)CCCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)c(N)c2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL444897","CC(C)C[C@@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)CCCCNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)c(N)c2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL203761","CC(C)C[C@@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)CCCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)c(N)c2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL383709","CC(C)C[C@@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)CCNC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)c(N)c2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL3706611","CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccc(NC(=N)S)cc21)C1CCNCC1)C1CCC(C(=N)N)CC1)C(C)(C)C)C(=O)O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL410772","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C2CCCCC2)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL437329","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC(C)(C)C)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL413683","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2c(F)c(F)c(F)c(F)c2F)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL266273","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL411181","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL406289","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](C2CCCCC2)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL437456","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC(C)(C)C)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL411790","CC(C)C[C@H]1NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)C[S+]([O-])C[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL439878","CC(C)[C@@H]1NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)(C)C)NC(=O)CNC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL4760821","CC(C)[C@@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc4cc(O)ccc4c3Oc3c2ccc2cc(O)ccc32)C(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL4761634","CC(C)[C@@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(=O)NCCOCCOCC(=O)N[C@@H](CCCCNC(=O)c2ccc3c(c2)C(=O)OC32c3ccc4cc(O)ccc4c3Oc3c2ccc2cc(O)ccc32)C(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL438943","CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL177372","CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL172299","CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)CNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL435738","CC(C)[C@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)OCCCCCNC(=O)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL312875","CC1(C)NC(=O)[C@@H](CC(=O)O)[C@@H](c2ccc(CP(=O)(O)O)cc2)/C=C/C[C@@H](CC2=c3ccccc3=CCC2)CNC(=O)[C@H](CC(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2370501","CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@@H](NC(C)=O)CSSC[C@@H](C(N)=O)NC(=O)[C@H](CC(N)=O)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2372812","CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(O)O)c(N)c1)C(=O)N[C@@H](CC(N)=O)C(N)=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL3142927","CC[C@H](C)[C@H](NC(=O)[C@@H](N)Cc1ccc(OP(=O)(OC(C)=O)OC(C)=O)cc1)C(=O)N[C@@H](CC(=O)NCCCc1cccc2ccccc12)C(=O)O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL133230","CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CC(N)=O)NC(C)=O)C(C)C)C(=O)N[C@@H](CCC(=O)O)C(N)=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL327037","CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)OCc1cccc(N)c1)C(=O)N[C@@H](CC(N)=O)C(N)=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL331438","CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccccc1N)C(=O)N[C@@H](CC(N)=O)C(N)=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL19214","COc1cc2cccc(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)c2cc1OC","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL70852","COc1ccc2c(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)c[nH]c2c1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL281577","COc1ccc2c(CCCNC(=O)[C@H](CC(N)=O)NC(=O)C3(NC(=O)[C@H](Cc4ccc(CP(=O)(O)O)cc4)NC(C)=O)CCCCC3)cccc2c1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL72694","COc1ccc2c(ccn2CCCNC(=O)[C@H](CC(N)=O)NC(=O)C2(NC(=O)[C@H](Cc3ccc(CP(=O)(O)O)cc3)NC(C)=O)CCCCC2)c1","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL406825","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)CCNC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371612","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)C2(CCCCC2)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2369467","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@]2(CC3CCC2C3)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C(=O)O)C(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL216415","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)CCNC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL408163","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371611","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371606","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CSCC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL2371601","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL264809","CSCC[C@@H]1NC(=O)CNC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc2ccc(OP(=O)(O)O)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)CSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O","Active"
"P62993","Growth factor receptor-bound protein 2","IC50","CHEMBL407859","CSCC[C@H]1NC(=O)CNC(=O)[C@@H](C(C)C)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)CSC[C@H](C(N)=O)NC(=O)[C@@H](Cc2ccc(OP(=O)(O)O)cc2)NC1=O","Active"
